Site:,36922,36922,36922,36922,36922,36922,36922,36922,36922,36922,36922,92985,57726,75143,94140,87455,75143,57726,75143,57726,57726,94140,36922,36922,57726,45275,57726,92985,45275,57726,57726,57726,57726,45275,75143,45275,94140,57726,87455,57726,36922,36922,94140,36922,57726,57726,36922,36922,36922,36922,57726,36922,94140,36922,57726,36922,57726,57726,57726,57726,36922,57726,36922,57726,94140,92985,57726,57726
Powerhouse/Unit:,LO-84,LO-91,LO-93,LO-39,LO-21,LO-64,LO-28,LO-44,LO-72,LO-59,LO-71,ZR-71,QW-97,TT-67,JC-43,LI-67,TT-63,QW-82,TT-63,QW-13,QW-10,JC-52,LO-91,LO-39,QW-56,HJ-30,QW-91,ZR-71,HJ-80,QW-94,QW-15,QW-76,QW-05,HJ-30,TT-67,HJ-80,JC-99,QW-92,LI-67,QW-54,LO-71,LO-28,JC-52,LO-59,QW-97,QW-15,LO-72,LO-21,LO-39,LO-84,QW-56,LO-44,JC-43,LO-93,QW-54,LO-91,QW-76,QW-94,QW-13,QW-91,LO-39,QW-82,LO-64,QW-92,JC-99,ZR-71,QW-10,QW-05
Field Name:,HT_GB_SH_NA_NA_NA_90_VM_HO-4vrkf,HT_GB_SH_NA_NA_NA_90_VM_HO-5mJuR,HT_GB_SH_NA_NA_NA_90_VM_HO-5sR7R,HT_GB_SH_NA_NA_NA_90_VM_HO-AoYd5,HT_GB_SH_NA_NA_NA_90_VM_HO-D8sJi,HT_GB_SH_NA_NA_NA_90_VM_HO-HIIAW,HT_GB_SH_NA_NA_NA_90_VM_HO-k2QXo,HT_GB_SH_NA_NA_NA_90_VM_HO-ksXGv,HT_GB_SH_NA_NA_NA_90_VM_HO-nOtnK,HT_GB_SH_NA_NA_NA_90_VM_HO-tycIY,HT_GB_SH_NA_NA_NA_90_VM_HO-yhjXd,HT_GB_SH_NA_NA_NA_DNA_VM_AX-alU4A,HT_GB_SH_NA_NA_NA_DNA_VM_HO-47caF,HT_GB_SH_NA_NA_NA_DNA_VM_HO-7nvE0,HT_GB_SH_NA_NA_NA_DNA_VM_HO-7xJRW,HT_GB_SH_NA_NA_NA_DNA_VM_HO-93Oix,HT_GB_SH_NA_NA_NA_DNA_VM_HO-AB4Kn,HT_GB_SH_NA_NA_NA_DNA_VM_HO-aD3l6,HT_GB_SH_NA_NA_NA_DNA_VM_HO-aq55m,HT_GB_SH_NA_NA_NA_DNA_VM_HO-awezq,HT_GB_SH_NA_NA_NA_DNA_VM_HO-DuTvZ,HT_GB_SH_NA_NA_NA_DNA_VM_HO-DzxzI,HT_GB_SH_NA_NA_NA_DNA_VM_HO-ffvug,HT_GB_SH_NA_NA_NA_DNA_VM_HO-FX1cx,HT_GB_SH_NA_NA_NA_DNA_VM_HO-HvcMW,HT_GB_SH_NA_NA_NA_DNA_VM_HO-iPtaz,HT_GB_SH_NA_NA_NA_DNA_VM_HO-jT2bm,HT_GB_SH_NA_NA_NA_DNA_VM_HO-lt0T4,HT_GB_SH_NA_NA_NA_DNA_VM_HO-nqPzD,HT_GB_SH_NA_NA_NA_DNA_VM_HO-QOolI,HT_GB_SH_NA_NA_NA_DNA_VM_HO-qVZ6H,HT_GB_SH_NA_NA_NA_DNA_VM_HO-rDM3R,HT_GB_SH_NA_NA_NA_DNA_VM_HO-rnKdB,HT_GB_SH_NA_NA_NA_DNA_VM_HO-rPdl9,HT_GB_SH_NA_NA_NA_DNA_VM_HO-uL9YZ,HT_GB_SH_NA_NA_NA_DNA_VM_HO-VUVWW,HT_GB_SH_NA_NA_NA_DNA_VM_HO-Xq8AD,HT_GB_SH_NA_NA_NA_DNA_VM_HO-XRCzY,HT_GB_SH_NA_NA_NA_DNA_VM_HO-zbqiU,HT_GB_SH_NA_NA_NA_DNA_VM_HO-ZCyNY,HT_GB_SH_NA_NA_NA_DNA_VM_VE-4nEL3,HT_GB_SH_NA_NA_NA_DNA_VM_VE-7S4bf,HT_GB_SH_NA_NA_NA_DNA_VM_VE-9IGie,HT_GB_SH_NA_NA_NA_DNA_VM_VE-bsJaI,HT_GB_SH_NA_NA_NA_DNA_VM_VE-cGlLG,HT_GB_SH_NA_NA_NA_DNA_VM_VE-cL6JU,HT_GB_SH_NA_NA_NA_DNA_VM_VE-EpG9g,HT_GB_SH_NA_NA_NA_DNA_VM_VE-h5MwB,HT_GB_SH_NA_NA_NA_DNA_VM_VE-IVjvP,HT_GB_SH_NA_NA_NA_DNA_VM_VE-IvLS3,HT_GB_SH_NA_NA_NA_DNA_VM_VE-lbZus,HT_GB_SH_NA_NA_NA_DNA_VM_VE-MJG9b,HT_GB_SH_NA_NA_NA_DNA_VM_VE-NHxrV,HT_GB_SH_NA_NA_NA_DNA_VM_VE-Nup9R,HT_GB_SH_NA_NA_NA_DNA_VM_VE-o50Y4,HT_GB_SH_NA_NA_NA_DNA_VM_VE-o5faf,HT_GB_SH_NA_NA_NA_DNA_VM_VE-PXFw9,HT_GB_SH_NA_NA_NA_DNA_VM_VE-qDG6Y,HT_GB_SH_NA_NA_NA_DNA_VM_VE-rRjFX,HT_GB_SH_NA_NA_NA_DNA_VM_VE-rSYqc,HT_GB_SH_NA_NA_NA_DNA_VM_VE-RW8a5,HT_GB_SH_NA_NA_NA_DNA_VM_VE-sk7RN,HT_GB_SH_NA_NA_NA_DNA_VM_VE-T0Vlk,HT_GB_SH_NA_NA_NA_DNA_VM_VE-UHfO1,HT_GB_SH_NA_NA_NA_DNA_VM_VE-VITui,HT_GB_SH_NA_NA_NA_DNA_VM_VE-vpFzQ,HT_GB_SH_NA_NA_NA_DNA_VM_VE-WFeFp,HT_GB_SH_NA_NA_NA_DNA_VM_VE-xkeo9
2008-07-08 00:00:00+00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.044228695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.706672157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-09 00:00:00+00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.861150302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.518710699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-10 00:00:00+00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.347883414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.655206126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-11 00:00:00+00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.944094973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.537395396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-12 00:00:00+00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.732573938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.69976101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-13 00:00:00+00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.084272658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.364678742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-14 00:00:00+00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.124054301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.499551236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
